KB,AQI0,AQI1,AQI2,AQI3,Label0,Label1,Label2,Label3,Change1,Change2,Change3
2014-12-12T22,94,75,71,69,1,1,1,1,1-1,1-1,1-1
2014-12-12T23,87,86,61,76,1,1,1,1,1-1,1-1,1-1
2014-12-13T00,80,88,62,99,1,1,1,1,1-1,1-1,1-1
2014-12-13T01,78,82,67,112,1,1,1,2,1-1,1-1,1-2
2014-12-13T02,76,88,66,142,1,1,1,2,1-1,1-1,1-2
2014-12-13T03,69,84,64,167,1,1,1,3,1-1,1-1,1-3
2014-12-13T04,75,71,69,161,1,1,1,3,1-1,1-1,1-3
2014-12-13T05,86,61,76,135,1,1,1,2,1-1,1-1,1-2
2014-12-13T06,88,62,99,145,1,1,1,2,1-1,1-1,1-2
2014-12-13T07,82,67,112,124,1,1,2,2,1-1,1-2,1-2
2014-12-13T08,88,66,142,105,1,1,2,2,1-1,1-2,1-2
2014-12-13T09,84,64,167,103,1,1,3,2,1-1,1-3,1-2
2014-12-13T10,71,69,161,100,1,1,3,1,1-1,1-3,1-1
2014-12-13T11,61,76,135,96,1,1,2,1,1-1,1-2,1-1
2014-12-13T12,62,99,145,95,1,1,2,1,1-1,1-2,1-1
2014-12-13T13,67,112,124,104,1,2,2,2,1-2,1-2,1-2
2014-12-13T14,66,142,105,108,1,2,2,2,1-2,1-2,1-2
2014-12-13T15,64,167,103,113,1,3,2,2,1-3,1-2,1-2
2014-12-13T16,69,161,100,NaN,1,3,1,NaN,1-3,1-1,NaN
2014-12-13T17,76,135,96,110,1,2,1,2,1-2,1-1,1-2
2014-12-13T18,99,145,95,117,1,2,1,2,1-2,1-1,1-2
2014-12-13T19,112,124,104,123,2,2,2,2,2-2,2-2,2-2
2014-12-13T20,142,105,108,118,2,2,2,2,2-2,2-2,2-2
2014-12-13T21,167,103,113,125,3,2,2,2,3-2,3-2,3-2
2014-12-13T22,161,100,NaN,108,3,1,NaN,2,3-1,NaN,3-2
2014-12-13T23,135,96,110,99,2,1,2,1,2-1,2-2,2-1
2014-12-14T00,145,95,117,108,2,1,2,2,2-1,2-2,2-2
2014-12-14T01,124,104,123,125,2,2,2,2,2-2,2-2,2-2
2014-12-14T02,105,108,118,117,2,2,2,2,2-2,2-2,2-2
2014-12-14T03,103,113,125,117,2,2,2,2,2-2,2-2,2-2
2014-12-14T04,100,NaN,108,138,1,NaN,2,2,NaN,1-2,1-2
2014-12-14T05,96,110,99,145,1,2,1,2,1-2,1-1,1-2
2014-12-14T06,95,117,108,170,1,2,2,3,1-2,1-2,1-3
2014-12-14T07,104,123,125,183,2,2,2,3,2-2,2-2,2-3
2014-12-14T08,108,118,117,178,2,2,2,3,2-2,2-2,2-3
2014-12-14T09,113,125,117,160,2,2,2,3,2-2,2-2,2-3
2014-12-14T10,NaN,108,138,148,NaN,2,2,2,NaN,NaN,NaN
2014-12-14T11,110,99,145,139,2,1,2,2,2-1,2-2,2-2
2014-12-14T12,117,108,170,137,2,2,3,2,2-2,2-3,2-2
2014-12-14T13,123,125,183,139,2,2,3,2,2-2,2-3,2-2
2014-12-14T14,118,117,178,139,2,2,3,2,2-2,2-3,2-2
2014-12-14T15,125,117,160,137,2,2,3,2,2-2,2-3,2-2
2014-12-14T16,108,138,148,143,2,2,2,2,2-2,2-2,2-2
2014-12-14T17,99,145,139,132,1,2,2,2,1-2,1-2,1-2
2014-12-14T18,108,170,137,122,2,3,2,2,2-3,2-2,2-2
2014-12-14T19,125,183,139,142,2,3,2,2,2-3,2-2,2-2
2014-12-14T20,117,178,139,172,2,3,2,3,2-3,2-2,2-3
2014-12-14T21,117,160,137,158,2,3,2,3,2-3,2-2,2-3
2014-12-14T22,138,148,143,156,2,2,2,3,2-2,2-2,2-3
2014-12-14T23,145,139,132,NaN,2,2,2,NaN,2-2,2-2,NaN
2014-12-15T00,170,137,122,150,3,2,2,2,3-2,3-2,3-2
2014-12-15T01,183,139,142,159,3,2,2,3,3-2,3-2,3-3
2014-12-15T02,178,139,172,147,3,2,3,2,3-2,3-3,3-2
2014-12-15T03,160,137,158,138,3,2,3,2,3-2,3-3,3-2
2014-12-15T04,148,143,156,94,2,2,3,1,2-2,2-3,2-1
2014-12-15T05,139,132,NaN,90,2,2,NaN,1,2-2,NaN,2-1
2014-12-15T06,137,122,150,104,2,2,2,2,2-2,2-2,2-2
2014-12-15T07,139,142,159,118,2,2,3,2,2-2,2-3,2-2
2014-12-15T08,139,172,147,148,2,3,2,2,2-3,2-2,2-2
2014-12-15T09,137,158,138,193,2,3,2,3,2-3,2-2,2-3
2014-12-15T10,143,156,94,156,2,3,1,3,2-3,2-1,2-3
2014-12-15T11,132,NaN,90,133,2,NaN,1,2,NaN,2-1,2-2
2014-12-15T12,122,150,104,97,2,2,2,1,2-2,2-2,2-1
2014-12-15T13,142,159,118,83,2,3,2,1,2-3,2-2,2-1
2014-12-15T14,172,147,148,83,3,2,2,1,3-2,3-2,3-1
2014-12-15T15,158,138,193,90,3,2,3,1,3-2,3-3,3-1
2014-12-15T16,156,94,156,104,3,1,3,2,3-1,3-3,3-2
2014-12-15T17,NaN,90,133,105,NaN,1,2,2,NaN,NaN,NaN
2014-12-15T18,150,104,97,102,2,2,1,2,2-2,2-1,2-2
2014-12-15T19,159,118,83,NaN,3,2,1,NaN,3-2,3-1,NaN
2014-12-15T20,147,148,83,NaN,2,2,1,NaN,2-2,2-1,NaN
2014-12-15T21,138,193,90,107,2,3,1,2,2-3,2-1,2-2
2014-12-15T22,94,156,104,113,1,3,2,2,1-3,1-2,1-2
2014-12-15T23,90,133,105,156,1,2,2,3,1-2,1-2,1-3
2014-12-16T00,104,97,102,123,2,1,2,2,2-1,2-2,2-2
2014-12-16T01,118,83,NaN,109,2,1,NaN,2,2-1,NaN,2-2
2014-12-16T02,148,83,NaN,102,2,1,NaN,2,2-1,NaN,2-2
2014-12-16T03,193,90,107,91,3,1,2,1,3-1,3-2,3-1
2014-12-16T04,156,104,113,70,3,2,2,1,3-2,3-2,3-1
2014-12-16T05,133,105,156,63,2,2,3,1,2-2,2-3,2-1
2014-12-16T06,97,102,123,62,1,2,2,1,1-2,1-2,1-1
2014-12-16T07,83,NaN,109,63,1,NaN,2,1,NaN,1-2,1-1
2014-12-16T08,83,NaN,102,64,1,NaN,2,1,NaN,1-2,1-1
2014-12-16T09,90,107,91,64,1,2,1,1,1-2,1-1,1-1
2014-12-16T10,104,113,70,59,2,2,1,1,2-2,2-1,2-1
2014-12-16T11,105,156,63,63,2,3,1,1,2-3,2-1,2-1
2014-12-16T12,102,123,62,63,2,2,1,1,2-2,2-1,2-1
2014-12-16T13,NaN,109,63,64,NaN,2,1,1,NaN,NaN,NaN
2014-12-16T14,NaN,102,64,73,NaN,2,1,1,NaN,NaN,NaN
2014-12-16T15,107,91,64,64,2,1,1,1,2-1,2-1,2-1
2014-12-16T16,113,70,59,72,2,1,1,1,2-1,2-1,2-1
2014-12-16T17,156,63,63,77,3,1,1,1,3-1,3-1,3-1
2014-12-16T18,123,62,63,71,2,1,1,1,2-1,2-1,2-1
2014-12-16T19,109,63,64,NaN,2,1,1,NaN,2-1,2-1,NaN
2014-12-16T20,102,64,73,68,2,1,1,1,2-1,2-1,2-1
2014-12-16T21,91,64,64,62,1,1,1,1,1-1,1-1,1-1
2014-12-16T22,70,59,72,64,1,1,1,1,1-1,1-1,1-1
2014-12-16T23,63,63,77,67,1,1,1,1,1-1,1-1,1-1
2014-12-17T00,62,63,71,67,1,1,1,1,1-1,1-1,1-1
2014-12-17T01,63,64,NaN,93,1,1,NaN,1,1-1,NaN,1-1
2014-12-17T02,64,73,68,99,1,1,1,1,1-1,1-1,1-1
2014-12-17T03,64,64,62,98,1,1,1,1,1-1,1-1,1-1
2014-12-17T04,59,72,64,103,1,1,1,2,1-1,1-1,1-2
2014-12-17T05,63,77,67,106,1,1,1,2,1-1,1-1,1-2
2014-12-17T06,63,71,67,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-12-17T07,64,NaN,93,NaN,1,NaN,1,NaN,NaN,1-1,NaN
2014-12-17T08,73,68,99,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-12-17T09,64,62,98,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-12-17T10,72,64,103,NaN,1,1,2,NaN,1-1,1-2,NaN
2014-12-17T11,77,67,106,NaN,1,1,2,NaN,1-1,1-2,NaN
2014-12-17T12,71,67,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-12-17T13,NaN,93,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN
2014-12-17T14,68,99,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-12-17T15,62,98,NaN,NaN,1,1,NaN,NaN,1-1,NaN,NaN
2014-12-17T16,64,103,NaN,NaN,1,2,NaN,NaN,1-2,NaN,NaN
2014-12-17T17,67,106,NaN,100,1,2,NaN,1,1-2,NaN,1-1
2014-12-17T18,67,NaN,NaN,103,1,NaN,NaN,2,NaN,NaN,1-2
2014-12-17T19,93,NaN,NaN,130,1,NaN,NaN,2,NaN,NaN,1-2
2014-12-17T20,99,NaN,NaN,115,1,NaN,NaN,2,NaN,NaN,1-2
2014-12-17T21,98,NaN,NaN,79,1,NaN,NaN,1,NaN,NaN,1-1
2014-12-17T22,103,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-17T23,106,NaN,100,97,2,NaN,1,1,NaN,2-1,2-1
2014-12-18T00,NaN,NaN,103,116,NaN,NaN,2,2,NaN,NaN,NaN
2014-12-18T01,NaN,NaN,130,138,NaN,NaN,2,2,NaN,NaN,NaN
2014-12-18T02,NaN,NaN,115,148,NaN,NaN,2,2,NaN,NaN,NaN
2014-12-18T03,NaN,NaN,79,144,NaN,NaN,1,2,NaN,NaN,NaN
2014-12-18T04,NaN,NaN,NaN,113,NaN,NaN,NaN,2,NaN,NaN,NaN
2014-12-18T05,NaN,100,97,114,NaN,1,1,2,NaN,NaN,NaN
2014-12-18T06,NaN,103,116,NaN,NaN,2,2,NaN,NaN,NaN,NaN
2014-12-18T07,NaN,130,138,137,NaN,2,2,2,NaN,NaN,NaN
2014-12-18T08,NaN,115,148,138,NaN,2,2,2,NaN,NaN,NaN
2014-12-18T09,NaN,79,144,125,NaN,1,2,2,NaN,NaN,NaN
2014-12-18T10,NaN,NaN,113,127,NaN,NaN,2,2,NaN,NaN,NaN
2014-12-18T11,100,97,114,129,1,1,2,2,1-1,1-2,1-2
2014-12-18T12,103,116,NaN,125,2,2,NaN,2,2-2,NaN,2-2
2014-12-18T13,130,138,137,128,2,2,2,2,2-2,2-2,2-2
2014-12-18T14,115,148,138,134,2,2,2,2,2-2,2-2,2-2
2014-12-18T15,79,144,125,139,1,2,2,2,1-2,1-2,1-2
2014-12-18T16,NaN,113,127,138,NaN,2,2,2,NaN,NaN,NaN
2014-12-18T17,97,114,129,130,1,2,2,2,1-2,1-2,1-2
2014-12-18T18,116,NaN,125,132,2,NaN,2,2,NaN,2-2,2-2
2014-12-18T19,138,137,128,120,2,2,2,2,2-2,2-2,2-2
2014-12-18T20,148,138,134,115,2,2,2,2,2-2,2-2,2-2
2014-12-18T21,144,125,139,93,2,2,2,1,2-2,2-2,2-1
2014-12-18T22,113,127,138,92,2,2,2,1,2-2,2-2,2-1
2014-12-18T23,114,129,130,100,2,2,2,1,2-2,2-2,2-1
2014-12-19T00,NaN,125,132,110,NaN,2,2,2,NaN,NaN,NaN
2014-12-19T01,137,128,120,115,2,2,2,2,2-2,2-2,2-2
2014-12-19T02,138,134,115,NaN,2,2,2,NaN,2-2,2-2,NaN
2014-12-19T03,125,139,93,NaN,2,2,1,NaN,2-2,2-1,NaN
2014-12-19T04,127,138,92,NaN,2,2,1,NaN,2-2,2-1,NaN
2014-12-19T05,129,130,100,NaN,2,2,1,NaN,2-2,2-1,NaN
2014-12-19T06,125,132,110,NaN,2,2,2,NaN,2-2,2-2,NaN
2014-12-19T07,128,120,115,NaN,2,2,2,NaN,2-2,2-2,NaN
2014-12-19T08,134,115,NaN,NaN,2,2,NaN,NaN,2-2,NaN,NaN
2014-12-19T09,139,93,NaN,NaN,2,1,NaN,NaN,2-1,NaN,NaN
2014-12-19T10,138,92,NaN,NaN,2,1,NaN,NaN,2-1,NaN,NaN
2014-12-19T11,130,100,NaN,NaN,2,1,NaN,NaN,2-1,NaN,NaN
2014-12-19T12,132,110,NaN,NaN,2,2,NaN,NaN,2-2,NaN,NaN
2014-12-19T13,120,115,NaN,NaN,2,2,NaN,NaN,2-2,NaN,NaN
2014-12-19T14,115,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-19T15,93,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-19T16,92,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-19T17,100,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-19T18,110,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-19T19,115,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-19T20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-19T21,NaN,NaN,NaN,59,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-19T22,NaN,NaN,NaN,67,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-19T23,NaN,NaN,NaN,74,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-20T00,NaN,NaN,NaN,87,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-20T01,NaN,NaN,NaN,85,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-20T02,NaN,NaN,NaN,94,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-20T03,NaN,NaN,59,94,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-20T04,NaN,NaN,67,94,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-20T05,NaN,NaN,74,117,NaN,NaN,1,2,NaN,NaN,NaN
2014-12-20T06,NaN,NaN,87,140,NaN,NaN,1,2,NaN,NaN,NaN
2014-12-20T07,NaN,NaN,85,138,NaN,NaN,1,2,NaN,NaN,NaN
2014-12-20T08,NaN,NaN,94,119,NaN,NaN,1,2,NaN,NaN,NaN
2014-12-20T09,NaN,59,94,122,NaN,1,1,2,NaN,NaN,NaN
2014-12-20T10,NaN,67,94,139,NaN,1,1,2,NaN,NaN,NaN
2014-12-20T11,NaN,74,117,130,NaN,1,2,2,NaN,NaN,NaN
2014-12-20T12,NaN,87,140,129,NaN,1,2,2,NaN,NaN,NaN
2014-12-20T13,NaN,85,138,112,NaN,1,2,2,NaN,NaN,NaN
2014-12-20T14,NaN,94,119,107,NaN,1,2,2,NaN,NaN,NaN
2014-12-20T15,59,94,122,146,1,1,2,2,1-1,1-2,1-2
2014-12-20T16,67,94,139,105,1,1,2,2,1-1,1-2,1-2
2014-12-20T17,74,117,130,102,1,2,2,2,1-2,1-2,1-2
2014-12-20T18,87,140,129,95,1,2,2,1,1-2,1-2,1-1
2014-12-20T19,85,138,112,79,1,2,2,1,1-2,1-2,1-1
2014-12-20T20,94,119,107,82,1,2,2,1,1-2,1-2,1-1
2014-12-20T21,94,122,146,79,1,2,2,1,1-2,1-2,1-1
2014-12-20T22,94,139,105,74,1,2,2,1,1-2,1-2,1-1
2014-12-20T23,117,130,102,76,2,2,2,1,2-2,2-2,2-1
2014-12-21T00,140,129,95,78,2,2,1,1,2-2,2-1,2-1
2014-12-21T01,138,112,79,81,2,2,1,1,2-2,2-1,2-1
2014-12-21T02,119,107,82,74,2,2,1,1,2-2,2-1,2-1
2014-12-21T03,122,146,79,74,2,2,1,1,2-2,2-1,2-1
2014-12-21T04,139,105,74,73,2,2,1,1,2-2,2-1,2-1
2014-12-21T05,130,102,76,72,2,2,1,1,2-2,2-1,2-1
2014-12-21T06,129,95,78,73,2,1,1,1,2-1,2-1,2-1
2014-12-21T07,112,79,81,74,2,1,1,1,2-1,2-1,2-1
2014-12-21T08,107,82,74,79,2,1,1,1,2-1,2-1,2-1
2014-12-21T09,146,79,74,77,2,1,1,1,2-1,2-1,2-1
2014-12-21T10,105,74,73,77,2,1,1,1,2-1,2-1,2-1
2014-12-21T11,102,76,72,83,2,1,1,1,2-1,2-1,2-1
2014-12-21T12,95,78,73,88,1,1,1,1,1-1,1-1,1-1
2014-12-21T13,79,81,74,93,1,1,1,1,1-1,1-1,1-1
2014-12-21T14,82,74,79,99,1,1,1,1,1-1,1-1,1-1
2014-12-21T15,79,74,77,103,1,1,1,2,1-1,1-1,1-2
2014-12-21T16,74,73,77,98,1,1,1,1,1-1,1-1,1-1
2014-12-21T17,76,72,83,98,1,1,1,1,1-1,1-1,1-1
2014-12-21T18,78,73,88,79,1,1,1,1,1-1,1-1,1-1
2014-12-21T19,81,74,93,74,1,1,1,1,1-1,1-1,1-1
2014-12-21T20,74,79,99,72,1,1,1,1,1-1,1-1,1-1
2014-12-21T21,74,77,103,75,1,1,2,1,1-1,1-2,1-1
2014-12-21T22,73,77,98,73,1,1,1,1,1-1,1-1,1-1
2014-12-21T23,72,83,98,84,1,1,1,1,1-1,1-1,1-1
2014-12-22T00,73,88,79,111,1,1,1,2,1-1,1-1,1-2
2014-12-22T01,74,93,74,123,1,1,1,2,1-1,1-1,1-2
2014-12-22T02,79,99,72,129,1,1,1,2,1-1,1-1,1-2
2014-12-22T03,77,103,75,129,1,2,1,2,1-2,1-1,1-2
2014-12-22T04,77,98,73,133,1,1,1,2,1-1,1-1,1-2
2014-12-22T05,83,98,84,137,1,1,1,2,1-1,1-1,1-2
2014-12-22T06,88,79,111,142,1,1,2,2,1-1,1-2,1-2
2014-12-22T07,93,74,123,149,1,1,2,2,1-1,1-2,1-2
2014-12-22T08,99,72,129,134,1,1,2,2,1-1,1-2,1-2
2014-12-22T09,103,75,129,144,2,1,2,2,2-1,2-2,2-2
2014-12-22T10,98,73,133,155,1,1,2,3,1-1,1-2,1-3
2014-12-22T11,98,84,137,150,1,1,2,2,1-1,1-2,1-2
2014-12-22T12,79,111,142,132,1,2,2,2,1-2,1-2,1-2
2014-12-22T13,74,123,149,118,1,2,2,2,1-2,1-2,1-2
2014-12-22T14,72,129,134,114,1,2,2,2,1-2,1-2,1-2
2014-12-22T15,75,129,144,125,1,2,2,2,1-2,1-2,1-2
2014-12-22T16,73,133,155,118,1,2,3,2,1-2,1-3,1-2
2014-12-22T17,84,137,150,123,1,2,2,2,1-2,1-2,1-2
2014-12-22T18,111,142,132,95,2,2,2,1,2-2,2-2,2-1
2014-12-22T19,123,149,118,87,2,2,2,1,2-2,2-2,2-1
2014-12-22T20,129,134,114,NaN,2,2,2,NaN,2-2,2-2,NaN
2014-12-22T21,129,144,125,107,2,2,2,2,2-2,2-2,2-2
2014-12-22T22,133,155,118,94,2,3,2,1,2-3,2-2,2-1
2014-12-22T23,137,150,123,106,2,2,2,2,2-2,2-2,2-2
2014-12-23T00,142,132,95,148,2,2,1,2,2-2,2-1,2-2
2014-12-23T01,149,118,87,183,2,2,1,3,2-2,2-1,2-3
2014-12-23T02,134,114,NaN,330,2,2,NaN,5,2-2,NaN,2-5
2014-12-23T03,144,125,107,241,2,2,2,4,2-2,2-2,2-4
2014-12-23T04,155,118,94,237,3,2,1,4,3-2,3-1,3-4
2014-12-23T05,150,123,106,234,2,2,2,4,2-2,2-2,2-4
2014-12-23T06,132,95,148,209,2,1,2,4,2-1,2-2,2-4
2014-12-23T07,118,87,183,188,2,1,3,3,2-1,2-3,2-3
2014-12-23T08,114,NaN,330,169,2,NaN,5,3,NaN,2-5,2-3
2014-12-23T09,125,107,241,129,2,2,4,2,2-2,2-4,2-2
2014-12-23T10,118,94,237,142,2,1,4,2,2-1,2-4,2-2
2014-12-23T11,123,106,234,145,2,2,4,2,2-2,2-4,2-2
2014-12-23T12,95,148,209,139,1,2,4,2,1-2,1-4,1-2
2014-12-23T13,87,183,188,138,1,3,3,2,1-3,1-3,1-2
2014-12-23T14,NaN,330,169,142,NaN,5,3,2,NaN,NaN,NaN
2014-12-23T15,107,241,129,148,2,4,2,2,2-4,2-2,2-2
2014-12-23T16,94,237,142,124,1,4,2,2,1-4,1-2,1-2
2014-12-23T17,106,234,145,94,2,4,2,1,2-4,2-2,2-1
2014-12-23T18,148,209,139,102,2,4,2,2,2-4,2-2,2-2
2014-12-23T19,183,188,138,NaN,3,3,2,NaN,3-3,3-2,NaN
2014-12-23T20,330,169,142,95,5,3,2,1,5-3,5-2,5-1
2014-12-23T21,241,129,148,98,4,2,2,1,4-2,4-2,4-1
2014-12-23T22,237,142,124,105,4,2,2,2,4-2,4-2,4-2
2014-12-23T23,234,145,94,125,4,2,1,2,4-2,4-1,4-2
2014-12-24T00,209,139,102,156,4,2,2,3,4-2,4-2,4-3
2014-12-24T01,188,138,NaN,173,3,2,NaN,3,3-2,NaN,3-3
2014-12-24T02,169,142,95,185,3,2,1,3,3-2,3-1,3-3
2014-12-24T03,129,148,98,198,2,2,1,3,2-2,2-1,2-3
2014-12-24T04,142,124,105,207,2,2,2,4,2-2,2-2,2-4
2014-12-24T05,145,94,125,220,2,1,2,4,2-1,2-2,2-4
2014-12-24T06,139,102,156,221,2,2,3,4,2-2,2-3,2-4
2014-12-24T07,138,NaN,173,227,2,NaN,3,4,NaN,2-3,2-4
2014-12-24T08,142,95,185,230,2,1,3,4,2-1,2-3,2-4
2014-12-24T09,148,98,198,235,2,1,3,4,2-1,2-3,2-4
2014-12-24T10,124,105,207,247,2,2,4,4,2-2,2-4,2-4
2014-12-24T11,94,125,220,259,1,2,4,4,1-2,1-4,1-4
2014-12-24T12,102,156,221,261,2,3,4,4,2-3,2-4,2-4
2014-12-24T13,NaN,173,227,260,NaN,3,4,4,NaN,NaN,NaN
2014-12-24T14,95,185,230,228,1,3,4,4,1-3,1-4,1-4
2014-12-24T15,98,198,235,149,1,3,4,2,1-3,1-4,1-2
2014-12-24T16,105,207,247,122,2,4,4,2,2-4,2-4,2-2
2014-12-24T17,125,220,259,103,2,4,4,2,2-4,2-4,2-2
2014-12-24T18,156,221,261,97,3,4,4,1,3-4,3-4,3-1
2014-12-24T19,173,227,260,94,3,4,4,1,3-4,3-4,3-1
2014-12-24T20,185,230,228,93,3,4,4,1,3-4,3-4,3-1
2014-12-24T21,198,235,149,NaN,3,4,2,NaN,3-4,3-2,NaN
2014-12-24T22,207,247,122,NaN,4,4,2,NaN,4-4,4-2,NaN
2014-12-24T23,220,259,103,NaN,4,4,2,NaN,4-4,4-2,NaN
2014-12-25T00,221,261,97,NaN,4,4,1,NaN,4-4,4-1,NaN
2014-12-25T01,227,260,94,NaN,4,4,1,NaN,4-4,4-1,NaN
2014-12-25T02,230,228,93,NaN,4,4,1,NaN,4-4,4-1,NaN
2014-12-25T03,235,149,NaN,NaN,4,2,NaN,NaN,4-2,NaN,NaN
2014-12-25T04,247,122,NaN,NaN,4,2,NaN,NaN,4-2,NaN,NaN
2014-12-25T05,259,103,NaN,NaN,4,2,NaN,NaN,4-2,NaN,NaN
2014-12-25T06,261,97,NaN,NaN,4,1,NaN,NaN,4-1,NaN,NaN
2014-12-25T07,260,94,NaN,NaN,4,1,NaN,NaN,4-1,NaN,NaN
2014-12-25T08,228,93,NaN,NaN,4,1,NaN,NaN,4-1,NaN,NaN
2014-12-25T09,149,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T10,122,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T11,103,NaN,NaN,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T12,97,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T13,94,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T14,93,NaN,NaN,NaN,1,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014-12-25T17,NaN,NaN,NaN,66,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-25T18,NaN,NaN,NaN,63,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-25T19,NaN,NaN,NaN,59,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-25T20,NaN,NaN,NaN,60,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-25T21,NaN,NaN,NaN,65,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-25T22,NaN,NaN,NaN,58,NaN,NaN,NaN,1,NaN,NaN,NaN
2014-12-25T23,NaN,NaN,66,62,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-26T00,NaN,NaN,63,78,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-26T01,NaN,NaN,59,88,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-26T02,NaN,NaN,60,75,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-26T03,NaN,NaN,65,67,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-26T04,NaN,NaN,58,57,NaN,NaN,1,1,NaN,NaN,NaN
2014-12-26T05,NaN,66,62,60,NaN,1,1,1,NaN,NaN,NaN
2014-12-26T06,NaN,63,78,59,NaN,1,1,1,NaN,NaN,NaN
2014-12-26T07,NaN,59,88,55,NaN,1,1,1,NaN,NaN,NaN
2014-12-26T08,NaN,60,75,67,NaN,1,1,1,NaN,NaN,NaN
2014-12-26T09,NaN,65,67,85,NaN,1,1,1,NaN,NaN,NaN
2014-12-26T10,NaN,58,57,69,NaN,1,1,1,NaN,NaN,NaN
2014-12-26T11,66,62,60,59,1,1,1,1,1-1,1-1,1-1
2014-12-26T12,63,78,59,63,1,1,1,1,1-1,1-1,1-1
2014-12-26T13,59,88,55,67,1,1,1,1,1-1,1-1,1-1
2014-12-26T14,60,75,67,70,1,1,1,1,1-1,1-1,1-1
2014-12-26T15,65,67,85,70,1,1,1,1,1-1,1-1,1-1
2014-12-26T16,58,57,69,73,1,1,1,1,1-1,1-1,1-1
2014-12-26T17,62,60,59,76,1,1,1,1,1-1,1-1,1-1
2014-12-26T18,78,59,63,65,1,1,1,1,1-1,1-1,1-1
2014-12-26T19,88,55,67,58,1,1,1,1,1-1,1-1,1-1
2014-12-26T20,75,67,70,69,1,1,1,1,1-1,1-1,1-1
2014-12-26T21,67,85,70,NaN,1,1,1,NaN,1-1,1-1,NaN
2014-12-26T22,57,69,73,74,1,1,1,1,1-1,1-1,1-1
2014-12-26T23,60,59,76,84,1,1,1,1,1-1,1-1,1-1
2014-12-27T00,59,63,65,84,1,1,1,1,1-1,1-1,1-1
2014-12-27T01,55,67,58,102,1,1,1,2,1-1,1-1,1-2
2014-12-27T02,67,70,69,130,1,1,1,2,1-1,1-1,1-2
2014-12-27T03,85,70,NaN,120,1,1,NaN,2,1-1,NaN,1-2
2014-12-27T04,69,73,74,102,1,1,1,2,1-1,1-1,1-2
2014-12-27T05,59,76,84,82,1,1,1,1,1-1,1-1,1-1
2014-12-27T06,63,65,84,90,1,1,1,1,1-1,1-1,1-1
2014-12-27T07,67,58,102,124,1,1,2,2,1-1,1-2,1-2
2014-12-27T08,70,69,130,115,1,1,2,2,1-1,1-2,1-2
2014-12-27T09,70,NaN,120,119,1,NaN,2,2,NaN,1-2,1-2
2014-12-27T10,73,74,102,124,1,1,2,2,1-1,1-2,1-2
2014-12-27T11,76,84,82,127,1,1,1,2,1-1,1-1,1-2
2014-12-27T12,65,84,90,120,1,1,1,2,1-1,1-1,1-2
